filepath,source,split,expected_class,detection_idx,bbox_norm,megadetector_conf,pred_common,pred_scientific,pred_top1_score,match_level,verdict
data/gbif/images/ateles_species/gbif_ateles_species_00035.jpg,gbif,,ateles_species,3,"[0.5414000079035759, 0.6679999977350235, 0.1348000019788742, 0.13920000195503235]",0.438232,domestic cattle,bos taurus,0.304532,class,flag
data/gbif/images/ateles_species/gbif_ateles_species_00091.jpg,gbif,,ateles_species,2,"[0.7221999987959862, 0.24474475160241127, 0.22599999606609344, 0.48708710074424744]",0.302734,southern pig-tailed macaque,macaca nemestrina,0.596531,order,flag
data/gbif/images/baboon_genus/gbif_baboon_genus_00039.jpg,gbif,,baboon_genus,2,"[0.9672000221908092, 0.3469387888908386, 0.06560000032186508, 0.6938775777816772]",0.269287,collared peccary,pecari tajacu,0.247337,class,uncertain
data/gbif/images/baboon_genus/gbif_baboon_genus_00094.jpg,gbif,,baboon_genus,1,"[0.49880000948905945, 0.4174399971961975, 0.9976000189781189, 0.834879994392395]",0.470989,common warthog,phacochoerus africanus,0.249265,class,uncertain
data/gbif/images/baboon_genus/gbif_baboon_genus_00250.jpg,gbif,,baboon_genus,1,"[0.7473999708890915, 0.7903770208358765, 0.20919999480247498, 0.41699492931365967]",0.210083,red deer,cervus elaphus,0.44003,class,flag
data/gbif/images/baboon_genus/gbif_baboon_genus_00268.jpg,gbif,,baboon_genus,2,"[0.39799998700618744, 0.2806122452020645, 0.13519999384880066, 0.23469388484954834]",0.342529,red deer,cervus elaphus,0.527722,class,flag
data/gbif/images/baboon_genus/gbif_baboon_genus_00269.jpg,gbif,,baboon_genus,5,"[0.8766000047326088, 0.11626505872118287, 0.2460000067949295, 0.23192770779132843]",0.236816,american bison,bison bison,0.250907,class,uncertain
data/gbif/images/baird's_tapir/gbif_baird's_tapir_00029.jpg,gbif,,baird's_tapir,1,"[0.2150000035762787, 0.5914666652679443, 0.4300000071525574, 0.42239999771118164]",0.438721,wild boar,sus scrofa,0.543792,class,flag
data/gbif/images/baird's_tapir/gbif_baird's_tapir_00033.jpg,gbif,,baird's_tapir,1,"[0.6840000152587891, 0.12545017793308944, 0.6320000290870667, 0.24969987571239471]",0.284146,domestic cattle,bos taurus,0.927398,class,flag
data/gbif/images/baird's_tapir/gbif_baird's_tapir_00094.jpg,gbif,,baird's_tapir,1,"[0.5776000022888184, 0.45840001106262207, 0.7784000039100647, 0.5392000079154968]",0.491455,domestic cattle,bos taurus,0.593045,class,flag
data/gbif/images/bat-eared_fox/gbif_bat-eared_fox_00085.jpg,gbif,,bat-eared_fox,1,"[0.45239999890327454, 0.42159999161958694, 0.3375999927520752, 0.15733332931995392]",0.293701,brush-tailed rock wallaby,petrogale penicillata,0.407611,class,flag
data/gbif/images/bat-eared_fox/gbif_bat-eared_fox_00136.jpg,gbif,,bat-eared_fox,1,"[0.7669999897480011, 0.5909333378076553, 0.4652000069618225, 0.4885333478450775]",0.316162,domestic cattle,bos taurus,0.524807,class,flag
data/gbif/images/bighorn_sheep/gbif_bighorn_sheep_00046.jpg,gbif,,bighorn_sheep,7,"[0.3724000006914139, 0.693877562880516, 0.13920000195503235, 0.2713085114955902]",0.258301,mule deer,odocoileus hemionus,0.258003,order,uncertain
data/gbif/images/bighorn_sheep/gbif_bighorn_sheep_00140.jpg,gbif,,bighorn_sheep,7,"[0.49220000952482224, 0.37085743248462677, 0.1316000074148178, 0.20831140875816345]",0.408936,mule deer,odocoileus hemionus,0.728024,order,flag
data/gbif/images/bighorn_sheep/gbif_bighorn_sheep_00182.jpg,gbif,,bighorn_sheep,1,"[0.8754000216722488, 0.6842666566371918, 0.2484000027179718, 0.581333339214325]",0.482666,white-tailed deer,odocoileus virginianus,0.214625,order,uncertain
data/gbif/images/bighorn_sheep/gbif_bighorn_sheep_00194.jpg,gbif,,bighorn_sheep,2,"[0.5979999899864197, 0.6008100770413876, 0.13359999656677246, 0.08325832337141037]",0.432129,red deer,cervus elaphus,0.924094,order,flag
data/gbif/images/blackbuck/gbif_blackbuck_00009.jpg,gbif,,blackbuck,2,"[0.4912000000476837, 0.6757563650608063, 0.30000001192092896, 0.4653662443161011]",0.393311,white-tailed deer,odocoileus virginianus,0.892655,no_match,flag
data/gbif/images/blackbuck/gbif_blackbuck_00114.jpg,gbif,,blackbuck,1,"[0.5072000101208687, 0.494133323431015, 0.2207999974489212, 0.6010666489601135]",0.256836,springbok,antidorcas marsupialis,0.193533,no_match,uncertain
data/gbif/images/blesbok/gbif_blesbok_00031.jpg,gbif,,blesbok,11,"[0.7307999841868877, 0.5320000126957893, 0.1111999973654747, 0.14346666634082794]",0.483887,mule deer,odocoileus hemionus,0.440967,order,flag
data/gbif/images/blesbok/gbif_blesbok_00034.jpg,gbif,,blesbok,2,"[0.45399999246001244, 0.1316736675798893, 0.07440000027418137, 0.1433713287115097]",0.44458,plains zebra,equus quagga,0.545992,class,flag
data/gbif/images/blesbok/gbif_blesbok_00230.jpg,gbif,,blesbok,1,"[0.40540000796318054, 0.5096000153571367, 0.27880001068115234, 0.9594666957855225]",0.223755,domestic horse,equus caballus,0.269215,class,uncertain
data/gbif/images/bornean_orangutan/gbif_bornean_orangutan_00211.jpg,gbif,,bornean_orangutan,1,"[0.5153999999165535, 0.6931561231613159, 0.2460000067949295, 0.2845022678375244]",0.285889,domestic cattle,bos taurus,0.154135,class,uncertain
data/gbif/images/brown_bear/gbif_brown_bear_00169.jpg,gbif,,brown_bear,2,"[0.7018000036478043, 0.4566456601023674, 0.27000001072883606, 0.202820286154747]",0.205933,hylobatidae family,,0.134262,class,uncertain
data/gbif/images/bushbuck/gbif_bushbuck_00210.jpg,gbif,,bushbuck,1,"[0.31120000034570694, 0.49727587401866913, 0.5600000023841858, 0.39821693301200867]",0.312256,white-tailed deer,odocoileus virginianus,0.829342,order,flag
data/gbif/images/callithrix_species/gbif_callithrix_species_00019.jpg,gbif,,callithrix_species,1,"[0.49880000948905945, 0.4927992820739746, 0.9976000189781189, 0.9855985641479492]",0.324106,eastern gray squirrel,sciurus carolinensis,0.168157,class,uncertain
data/gbif/images/callithrix_species/gbif_callithrix_species_00044.jpg,gbif,,callithrix_species,2,"[0.2118000015616417, 0.4978666752576828, 0.243599995970726, 0.25226667523384094]",0.476318,eastern gray squirrel,sciurus carolinensis,0.186658,class,uncertain
data/gbif/images/callithrix_species/gbif_callithrix_species_00080.jpg,gbif,,callithrix_species,1,"[0.47519998252391815, 0.3402666598558426, 0.35679998993873596, 0.42559999227523804]",0.458984,domestic cat,felis catus,0.146105,class,uncertain
data/gbif/images/callithrix_species/gbif_callithrix_species_00083.jpg,gbif,,callithrix_species,1,"[0.3937999904155731, 0.2996732145547867, 0.28519999980926514, 0.3202614486217499]",0.340332,eastern gray squirrel,sciurus carolinensis,0.130221,class,uncertain
data/gbif/images/callithrix_species/gbif_callithrix_species_00157.jpg,gbif,,callithrix_species,1,"[0.4879999905824661, 0.5631563067436218, 0.35359999537467957, 0.2676267623901367]",0.235474,domestic dog,canis familiaris,0.517382,class,flag
data/gbif/images/callithrix_species/gbif_callithrix_species_00160.jpg,gbif,,callithrix_species,2,"[0.5858000069856644, 0.41369207203388214, 0.33239999413490295, 0.4022376239299774]",0.349609,domestic cat,felis catus,0.635695,class,flag
data/gbif/images/callithrix_species/gbif_callithrix_species_00206.jpg,gbif,,callithrix_species,2,"[0.5336000025272369, 0.4221416488289833, 0.4544000029563904, 0.6727815866470337]",0.2694,ruwenzori sun squirrel,heliosciurus ruwenzorii,0.400757,class,flag
data/gbif/images/callithrix_species/gbif_callithrix_species_00287.jpg,gbif,,callithrix_species,1,"[0.4636000096797943, 0.2030000016093254, 0.24639999866485596, 0.32600000500679016]",0.357666,northern raccoon,procyon lotor,0.219728,class,uncertain
data/gbif/images/capybara/gbif_capybara_00020.jpg,gbif,,capybara,1,"[0.43459999561309814, 0.5938666835427284, 0.1972000002861023, 0.21066667139530182]",0.494141,nutria,myocastor coypus,0.952181,order,flag
data/gbif/images/capybara/gbif_capybara_00061.jpg,gbif,,capybara,1,"[0.30240000039339066, 0.509333323687315, 0.2280000001192093, 0.10453333705663681]",0.211792,nutria,myocastor coypus,0.962136,order,flag
data/gbif/images/capybara/gbif_capybara_00065.jpg,gbif,,capybara,6,"[0.5810000263154507, 0.5226666778326035, 0.12359999865293503, 0.13866665959358215]",0.299072,red fox,vulpes vulpes,0.087104,class,uncertain
data/gbif/images/capybara/gbif_capybara_00156.jpg,gbif,,capybara,2,"[0.03680000081658363, 0.4501333236694336, 0.07360000163316727, 0.41493332386016846]",0.255371,domestic horse,equus caballus,0.20796,class,uncertain
data/gbif/images/cebus_species/gbif_cebus_species_00080.jpg,gbif,,cebus_species,1,"[0.5812000036239624, 0.7994666397571564, 0.6151999831199646, 0.3903999924659729]",0.486335,sun bear,helarctos malayanus,0.088079,class,uncertain
data/gbif/images/cebus_species/gbif_cebus_species_00109.jpg,gbif,,cebus_species,2,"[0.5641999803483486, 0.8351999819278717, 0.12359999865293503, 0.3274666666984558]",0.3592,blue monkey,cercopithecus mitis,0.16382,order,uncertain
data/gbif/images/cebus_species/gbif_cebus_species_00113.jpg,gbif,,cebus_species,1,"[0.306999996304512, 0.5830777138471603, 0.3571999967098236, 0.4146216809749603]",0.417725,yellow-throated marten,martes flavigula,0.389261,class,flag
data/gbif/images/cebus_species/gbif_cebus_species_00126.jpg,gbif,,cebus_species,1,"[0.4974000155925751, 0.27466609328985214, 0.22200000286102295, 0.23912106454372406]",0.211914,yellow-throated marten,martes flavigula,0.548231,class,flag
data/gbif/images/cebus_species/gbif_cebus_species_00145.jpg,gbif,,cebus_species,2,"[0.4570000097155571, 0.5141056478023529, 0.1316000074148178, 0.3643457293510437]",0.29248,yellow-throated marten,martes flavigula,0.458282,class,flag
data/gbif/images/cebus_species/gbif_cebus_species_00237.jpg,gbif,,cebus_species,1,"[0.5303999930620193, 0.3728000149130821, 0.20960000157356262, 0.17706666886806488]",0.299316,stump-tailed macaque,macaca arctoides,0.127136,order,uncertain
data/gbif/images/cebus_species/gbif_cebus_species_00255.jpg,gbif,,cebus_species,1,"[0.5014000162482262, 0.3589266687631607, 0.23000000417232513, 0.23326247930526733]",0.36792,red-shanked douc langur,pygathrix nemaeus,0.151188,order,uncertain
data/gbif/images/cebus_species/gbif_cebus_species_00377.jpg,gbif,,cebus_species,1,"[0.5156000107526779, 0.45739999413490295, 0.30880001187324524, 0.33160001039505005]",0.463135,stump-tailed macaque,macaca arctoides,0.108906,order,uncertain
data/gbif/images/cebus_species/gbif_cebus_species_00390.jpg,gbif,,cebus_species,1,"[0.6256000101566315, 0.6332434117794037, 0.7440000176429749, 0.7263189554214478]",0.237915,blue monkey,cercopithecus mitis,0.46062,order,flag
data/gbif/images/cebus_species/gbif_cebus_species_00459.jpg,gbif,,cebus_species,1,"[0.4982000067830086, 0.5525052472949028, 0.1436000019311905, 0.12871287763118744]",0.366276,domestic cat,felis catus,0.377862,class,flag
data/gbif/images/cebus_species/gbif_cebus_species_00459.jpg,gbif,,cebus_species,2,"[0.5476000010967255, 0.5364536568522453, 0.13359999656677246, 0.13861386477947235]",0.290527,domestic cat,felis catus,0.846076,class,flag
data/gbif/images/cercopithecus_species/gbif_cercopithecus_species_00021.jpg,gbif,,cercopithecus_species,1,"[0.5896000042557716, 0.35898590087890625, 0.24879999458789825, 0.36093610525131226]",0.327393,emperor tamarin,saguinus imperator,0.076954,order,uncertain
data/gbif/images/cercopithecus_species/gbif_cercopithecus_species_00079.jpg,gbif,,cercopithecus_species,1,"[0.47939999401569366, 0.5566000044345856, 0.39640000462532043, 0.34119999408721924]",0.274414,yellow-throated marten,martes flavigula,0.375222,class,flag
data/gbif/images/cercopithecus_species/gbif_cercopithecus_species_00184.jpg,gbif,,cercopithecus_species,1,"[0.352400004863739, 0.32813945412635803, 0.25040000677108765, 0.3489663600921631]",0.325928,american black bear,ursus americanus,0.400635,class,flag
data/gbif/images/cercopithecus_species/gbif_cercopithecus_species_00396.jpg,gbif,,cercopithecus_species,2,"[0.7959999740123749, 0.2937731146812439, 0.14480000734329224, 0.384093701839447]",0.311523,white-tailed deer,odocoileus virginianus,0.640407,class,flag
data/gbif/images/cheetah/gbif_cheetah_00016.jpg,gbif,,cheetah,1,"[0.4644000055268407, 0.4544117599725723, 0.9232000112533569, 0.3544117510318756]",0.370117,domestic cattle,bos taurus,0.415851,class,flag
data/gbif/images/chimpanzee/gbif_chimpanzee_00091.jpg,gbif,,chimpanzee,2,"[0.4715999886393547, 0.7216556817293167, 0.14880000054836273, 0.1943611204624176]",0.299805,stump-tailed macaque,macaca arctoides,0.323725,order,flag
data/gbif/images/chimpanzee/gbif_chimpanzee_00109.jpg,gbif,,chimpanzee,1,"[0.16740000247955322, 0.4747899016365409, 0.33480000495910645, 0.9219687581062317]",0.365479,takin,budorcas taxicolor,0.287452,class,uncertain
data/gbif/images/chimpanzee/gbif_chimpanzee_00109.jpg,gbif,,chimpanzee,2,"[0.11219999939203262, 0.23109243903309107, 0.22439999878406525, 0.43697479367256165]",0.218872,canis species,canis,0.284243,class,uncertain
data/gbif/images/chimpanzee/gbif_chimpanzee_00152.jpg,gbif,,chimpanzee,1,"[0.22599999606609344, 0.4901197701692581, 0.2903999984264374, 0.5646706819534302]",0.491211,sumatran serow,capricornis sumatraensis,0.75022,class,flag
data/gbif/images/chimpanzee/gbif_chimpanzee_00152.jpg,gbif,,chimpanzee,2,"[0.4434000104665756, 0.5452095866203308, 0.26919999718666077, 0.4928143620491028]",0.238897,takin,budorcas taxicolor,0.372102,class,flag
data/gbif/images/chital/gbif_chital_00202.jpg,gbif,,chital,3,"[0.4878000020980835, 0.9081578254699707, 0.20440000295639038, 0.1836843490600586]",0.281006,domestic cattle,bos taurus,0.848495,order,flag
data/gbif/images/chital/gbif_chital_00222.jpg,gbif,,chital,3,"[0.311599999666214, 0.6506752073764801, 0.12319999933242798, 0.2622601389884949]",0.445312,eurasian red squirrel,sciurus vulgaris,0.864325,class,flag
data/gbif/images/collared_peccary/gbif_collared_peccary_00152.jpg,gbif,,collared_peccary,3,"[0.6394000053405762, 0.361968457698822, 0.32359999418258667, 0.2925240099430084]",0.385254,wild boar,sus scrofa,0.890098,order,flag
data/gbif/images/collared_peccary/gbif_collared_peccary_00276.jpg,gbif,,collared_peccary,1,"[0.6606000065803528, 0.7039999812841415, 0.6787999868392944, 0.46959999203681946]",0.466797,black agouti,dasyprocta fuliginosa,0.231464,class,uncertain
data/gbif/images/colobus_species/gbif_colobus_species_00049.jpg,gbif,,colobus_species,1,"[0.4044000208377838, 0.6560000032186508, 0.2896000146865845, 0.47786667943000793]",0.46582,common wildebeest,connochaetes taurinus,0.47634,class,flag
data/gbif/images/colobus_species/gbif_colobus_species_00092.jpg,gbif,,colobus_species,1,"[0.39960000663995743, 0.5534053593873978, 0.2280000001192093, 0.32433244585990906]",0.373229,domestic cattle,bos taurus,0.280016,class,uncertain
data/gbif/images/common_duiker/gbif_common_duiker_00035.jpg,gbif,,common_duiker,1,"[0.3845999985933304, 0.42213332653045654, 0.4027999937534332, 0.3973333239555359]",0.206909,white-tailed deer,odocoileus virginianus,0.363865,order,flag
data/gbif/images/common_eland/gbif_common_eland_00035.jpg,gbif,,common_eland,4,"[0.7359999865293503, 0.5425914712250233, 0.12160000205039978, 0.12057588249444962]",0.384033,common warthog,phacochoerus africanus,0.323735,order,flag
data/gbif/images/common_eland/gbif_common_eland_00035.jpg,gbif,,common_eland,5,"[0.036400001496076584, 0.5854829326272011, 0.07280000299215317, 0.14997000992298126]",0.284424,white-tailed deer,odocoileus virginianus,0.295023,order,uncertain
data/gbif/images/common_eland/gbif_common_eland_00087.jpg,gbif,,common_eland,2,"[0.41039998829364777, 0.9517999775707722, 0.2903999984264374, 0.09640000015497208]",0.45388,human,homo sapiens,0.892542,class,flag
data/gbif/images/common_fallow_deer/gbif_common_fallow_deer_00135.jpg,gbif,,common_fallow_deer,7,"[0.9643999859690666, 0.7658666372299194, 0.07119999825954437, 0.2741333246231079]",0.451904,domestic cattle,bos taurus,0.466109,order,flag
data/gbif/images/common_fallow_deer/gbif_common_fallow_deer_00135.jpg,gbif,,common_fallow_deer,8,"[0.8029999956488609, 0.7703999876976013, 0.1979999989271164, 0.1690666675567627]",0.431152,domestic cattle,bos taurus,0.599959,order,flag
data/gbif/images/common_fallow_deer/gbif_common_fallow_deer_00135.jpg,gbif,,common_fallow_deer,9,"[0.46220001578330994, 0.7205333113670349, 0.27480000257492065, 0.25279998779296875]",0.332031,domestic cattle,bos taurus,0.350463,order,flag
data/gbif/images/common_fallow_deer/gbif_common_fallow_deer_00225.jpg,gbif,,common_fallow_deer,3,"[0.5799999944865704, 0.44324323534965515, 0.11840000003576279, 0.17297297716140747]",0.391357,common wildebeest,connochaetes taurinus,0.468234,order,flag
data/gbif/images/common_fallow_deer/gbif_common_fallow_deer_00293.jpg,gbif,,common_fallow_deer,3,"[0.7132000103592873, 0.12596400687471032, 0.15760000050067902, 0.24850042164325714]",0.341309,domestic cattle,bos taurus,0.489142,order,flag
data/gbif/images/common_fallow_deer/gbif_common_fallow_deer_00293.jpg,gbif,,common_fallow_deer,4,"[0.29740000143647194, 0.48414739966392517, 0.5108000040054321, 0.6855184435844421]",0.260742,common wildebeest,connochaetes taurinus,0.476869,order,flag
data/gbif/images/common_wildebeest/gbif_common_wildebeest_00067.jpg,gbif,,common_wildebeest,8,"[0.4424000084400177, 0.5901333317160606, 0.06319999694824219, 0.18719999492168427]",0.379883,elk,cervus canadensis,0.911907,order,flag
data/gbif/images/common_wildebeest/gbif_common_wildebeest_00071.jpg,gbif,,common_wildebeest,14,"[0.8868000209331512, 0.37304922193288803, 0.14480000734329224, 0.13865546882152557]",0.267334,human,homo sapiens,0.456164,class,flag
data/gbif/images/common_wildebeest/gbif_common_wildebeest_00158.jpg,gbif,,common_wildebeest,2,"[0.2672000043094158, 0.50120048224926, 0.1111999973654747, 0.09483793377876282]",0.443115,human,homo sapiens,0.422888,class,flag
data/gbif/images/common_wildebeest/gbif_common_wildebeest_00234.jpg,gbif,,common_wildebeest,4,"[0.11199999693781137, 0.6644688993692398, 0.20559999346733093, 0.25347986817359924]",0.381219,przewalski's horse,equus ferus,0.234814,class,uncertain
data/gbif/images/common_wildebeest/gbif_common_wildebeest_00287.jpg,gbif,,common_wildebeest,2,"[0.6013999953866005, 0.6710945665836334, 0.17560000717639923, 0.158342182636261]",0.39502,white-tailed deer,odocoileus virginianus,0.266604,order,uncertain
data/gbif/images/domestic_cat/gbif_domestic_cat_00021.jpg,gbif,,domestic_cat,1,"[0.6566000133752823, 0.5458000004291534, 0.2556000053882599, 0.28519999980926514]",0.395996,coyote,canis latrans,0.223927,order,uncertain
data/gbif/images/domestic_cattle/gbif_domestic_cattle_00166.jpg,gbif,,domestic_cattle,3,"[0.7293999940156937, 0.4992887582629919, 0.4772000014781952, 0.9431009888648987]",0.379395,white-tailed deer,odocoileus virginianus,0.901552,order,flag
data/gbif/images/domestic_dog/gbif_domestic_dog_00145.jpg,gbif,,domestic_dog,1,"[0.6064000129699707, 0.4862000122666359, 0.1128000020980835, 0.1860000044107437]",0.255371,domestic cattle,bos taurus,0.628422,class,flag
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00059.jpg,gbif,,domestic_donkey,2,"[0.2767999991774559, 0.5618666782975197, 0.10480000078678131, 0.18933333456516266]",0.407227,gemsbok,oryx gazella,0.120074,class,uncertain
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00157.jpg,gbif,,domestic_donkey,2,"[0.07540000230073929, 0.2624475003685802, 0.15080000460147858, 0.5176964402198792]",0.36792,waterbuck,kobus ellipsiprymnus,0.298151,class,uncertain
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00161.jpg,gbif,,domestic_donkey,4,"[0.47119998931884766, 0.6125333309173584, 0.3407999873161316, 0.5978666543960571]",0.290532,domestic cat,felis catus,0.258521,class,uncertain
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00186.jpg,gbif,,domestic_donkey,1,"[0.4464000016450882, 0.52849430590868, 0.6367999911308289, 0.8518296480178833]",0.400927,domestic sheep,ovis aries,0.52214,class,flag
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00211.jpg,gbif,,domestic_donkey,4,"[0.8084000125527382, 0.3773333355784416, 0.24240000545978546, 0.6234666705131531]",0.417984,domestic cattle,bos taurus,0.38952,class,flag
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00211.jpg,gbif,,domestic_donkey,5,"[0.4455999881029129, 0.24880000203847885, 0.2800000011920929, 0.1701333373785019]",0.232918,domestic cattle,bos taurus,0.964031,class,flag
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00219.jpg,gbif,,domestic_donkey,1,"[0.3724000006914139, 0.15637755393981934, 0.7360000014305115, 0.31275510787963867]",0.48584,domestic cattle,bos taurus,0.274124,class,uncertain
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00235.jpg,gbif,,domestic_donkey,1,"[0.6773999929428101, 0.42053332924842834, 0.5379999876022339, 0.3173333406448364]",0.383545,domestic cattle,bos taurus,0.994862,class,flag
data/gbif/images/domestic_donkey/gbif_domestic_donkey_00286.jpg,gbif,,domestic_donkey,2,"[0.358800008893013, 0.5590079724788666, 0.42640000581741333, 0.5592930316925049]",0.379395,dromedary camel,camelus dromedarius,0.249254,class,uncertain
data/gbif/images/domestic_horse/gbif_domestic_horse_00022.jpg,gbif,,domestic_horse,6,"[0.8676000088453293, 0.7789333313703537, 0.10719999670982361, 0.09333333373069763]",0.291504,domestic cattle,bos taurus,0.793535,class,flag
data/gbif/images/domestic_horse/gbif_domestic_horse_00142.jpg,gbif,,domestic_horse,8,"[0.43699999898672104, 0.568706888705492, 0.2011999934911728, 0.06810680776834488]",0.234512,domestic cattle,bos taurus,0.598702,class,flag
data/gbif/images/domestic_horse/gbif_domestic_horse_00182.jpg,gbif,,domestic_horse,4,"[0.4268000088632107, 0.6248000115156174, 0.11999999731779099, 0.25226667523384094]",0.47998,elk,cervus canadensis,0.490923,class,flag
data/gbif/images/domestic_sheep/gbif_domestic_sheep_00148.jpg,gbif,,domestic_sheep,1,"[0.9523999989032745, 0.2884068340063095, 0.09520000219345093, 0.16856330633163452]",0.24939,domestic horse,equus caballus,0.46551,class,flag
