filepath,source,split,expected_class,detection_idx,bbox_norm,megadetector_conf,pred_common,pred_scientific,pred_top1_score,match_level,verdict
data/gbif/images/african_elephant/gbif_african_elephant_00206.jpg,gbif,,african_elephant,2,"[0.6340000107884407, 0.5408750623464584, 0.15440000593662262, 0.3459988534450531]",0.740723,domestic horse,equus caballus,0.358006,class,flag
data/gbif/images/african_elephant/gbif_african_elephant_00209.jpg,gbif,,african_elephant,1,"[0.6390000060200691, 0.4074407368898392, 0.12919999659061432, 0.1026102602481842]",0.929722,common warthog,phacochoerus africanus,0.538744,class,flag
data/gbif/images/african_elephant/gbif_african_elephant_00216.jpg,gbif,,african_elephant,1,"[0.4959999918937683, 0.5043749809265137, 0.2919999957084656, 0.47874999046325684]",0.687988,domestic cattle,bos taurus,0.385752,class,flag
data/gbif/images/african_elephant/gbif_african_elephant_00225.jpg,gbif,,african_elephant,1,"[0.13939999975264072, 0.27240000665187836, 0.23319999873638153, 0.287200003862381]",0.777832,wild boar,sus scrofa,0.404084,class,flag
data/gbif/images/african_elephant/gbif_african_elephant_00229.jpg,gbif,,african_elephant,2,"[0.33799999207258224, 0.3755999952554703, 0.21199999749660492, 0.3224000036716461]",0.767578,wild boar,sus scrofa,0.844084,class,flag
data/gbif/images/african_elephant/gbif_african_elephant_00231.jpg,gbif,,african_elephant,1,"[0.6178000047802925, 0.8129751905798912, 0.1932000070810318, 0.23922960460186005]",0.867188,impala,aepyceros melampus,0.083381,class,uncertain
data/gbif/images/african_elephant/gbif_african_elephant_00231.jpg,gbif,,african_elephant,2,"[0.20260000228881836, 0.8208312429487705, 0.17159999907016754, 0.09680689126253128]",0.621647,pronghorn,antilocapra americana,0.351602,class,flag
data/gbif/images/african_elephant/gbif_african_elephant_00231.jpg,gbif,,african_elephant,3,"[0.11620000377297401, 0.654840350151062, 0.133200004696846, 0.15306639671325684]",0.606532,thomson's gazelle,eudorcas thomsonii,0.829829,class,flag
data/gbif/images/african_elephant/gbif_african_elephant_00271.jpg,gbif,,african_elephant,1,"[0.8601999878883362, 0.31571219116449356, 0.10920000076293945, 0.17327459156513214]",0.944851,domestic cattle,bos taurus,0.245341,class,uncertain
data/gbif/images/african_elephant/gbif_african_elephant_00292.jpg,gbif,,african_elephant,1,"[0.2581999972462654, 0.6729672886431217, 0.15240000188350677, 0.09300930052995682]",0.782715,domestic cattle,bos taurus,0.662782,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00016.jpg,gbif,,african_wild_dog,1,"[0.7731999903917313, 0.523200012743473, 0.3287999927997589, 0.14720000326633453]",0.933105,spotted hyaena,crocuta crocuta,0.641968,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00018.jpg,gbif,,african_wild_dog,1,"[0.8120000213384628, 0.5973333194851875, 0.12160000205039978, 0.1685333400964737]",0.914592,spotted hyaena,crocuta crocuta,0.338517,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00019.jpg,gbif,,african_wild_dog,1,"[0.48839999735355377, 0.4261333495378494, 0.1712000072002411, 0.13226667046546936]",0.898632,spotted hyaena,crocuta crocuta,0.247597,order,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00019.jpg,gbif,,african_wild_dog,2,"[0.6010000221431255, 0.3824000135064125, 0.11479999870061874, 0.10133333504199982]",0.873109,domestic horse,equus caballus,0.44072,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00019.jpg,gbif,,african_wild_dog,3,"[0.9030000232160091, 0.3810666538774967, 0.11320000141859055, 0.10186666995286942]",0.844802,spotted hyaena,crocuta crocuta,0.327052,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00027.jpg,gbif,,african_wild_dog,1,"[0.32040001451969147, 0.511999998241663, 0.12160000205039978, 0.08426667004823685]",0.849195,domestic cattle,bos taurus,0.408304,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00040.jpg,gbif,,african_wild_dog,1,"[0.2394000068306923, 0.5394666641950607, 0.26840001344680786, 0.30880001187324524]",0.84668,domestic goat,capra aegagrus hircus,0.347885,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00040.jpg,gbif,,african_wild_dog,2,"[0.38120000064373016, 0.5298666581511497, 0.1712000072002411, 0.18400000035762787]",0.751953,domestic goat,capra aegagrus hircus,0.471192,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00047.jpg,gbif,,african_wild_dog,1,"[0.5707999989390373, 0.4281883239746094, 0.14560000598430634, 0.29022645950317383]",0.928711,red deer,cervus elaphus,0.924514,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00047.jpg,gbif,,african_wild_dog,3,"[0.2271999940276146, 0.6013111025094986, 0.30239999294281006, 0.3694874942302704]",0.774902,common wildebeest,connochaetes taurinus,0.231579,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00047.jpg,gbif,,african_wild_dog,4,"[0.5168000012636185, 0.6236591041088104, 0.29679998755455017, 0.2151370644569397]",0.772949,red deer,cervus elaphus,0.85675,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00053.jpg,gbif,,african_wild_dog,1,"[0.8598000183701515, 0.5644904524087906, 0.1964000016450882, 0.2531847059726715]",0.93997,spotted hyaena,crocuta crocuta,0.124415,order,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00053.jpg,gbif,,african_wild_dog,5,"[0.3661999888718128, 0.5457802414894104, 0.0860000029206276, 0.31926751136779785]",0.674634,bobcat,lynx rufus,0.385619,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00053.jpg,gbif,,african_wild_dog,6,"[0.28120000660419464, 0.5139331221580505, 0.14079999923706055, 0.31926751136779785]",0.651049,snow leopard,panthera uncia,0.441469,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00054.jpg,gbif,,african_wild_dog,2,"[0.7587999925017357, 0.37244897335767746, 0.13840000331401825, 0.14225690066814423]",0.896047,domestic goat,capra aegagrus hircus,0.239122,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00055.jpg,gbif,,african_wild_dog,2,"[0.6143999770283699, 0.6527426093816757, 0.20319999754428864, 0.47172996401786804]",0.792969,elk,cervus canadensis,0.57639,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00055.jpg,gbif,,african_wild_dog,3,"[0.4521999955177307, 0.5616033971309662, 0.2924000024795532, 0.5898734331130981]",0.675781,elk,cervus canadensis,0.751201,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00060.jpg,gbif,,african_wild_dog,1,"[0.6486000269651413, 0.5301333367824554, 0.1459999978542328, 0.14399999380111694]",0.934052,blue sheep,pseudois nayaur,0.362585,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00060.jpg,gbif,,african_wild_dog,2,"[0.8171999864280224, 0.41786666214466095, 0.10080000013113022, 0.10400000214576721]",0.755121,mule deer,odocoileus hemionus,0.219614,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00069.jpg,gbif,,african_wild_dog,3,"[0.6700000017881393, 0.4765906482934952, 0.1143999993801117, 0.14165666699409485]",0.828613,spotted hyaena,crocuta crocuta,0.552069,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00073.jpg,gbif,,african_wild_dog,1,"[0.510199997574091, 0.42426666617393494, 0.09480000287294388, 0.3407999873161316]",0.959999,mule deer,odocoileus hemionus,0.232427,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00074.jpg,gbif,,african_wild_dog,1,"[0.23020000010728836, 0.5173333436250687, 0.22599999606609344, 0.24106666445732117]",0.962926,mule deer,odocoileus hemionus,0.534609,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00077.jpg,gbif,,african_wild_dog,1,"[0.31940000504255295, 0.6151769757270813, 0.18199999630451202, 0.3425315022468567]",0.95754,mule deer,odocoileus hemionus,0.204192,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00087.jpg,gbif,,african_wild_dog,2,"[0.5530000105500221, 0.6117333620786667, 0.15800000727176666, 0.20586666464805603]",0.690918,domestic cattle,bos taurus,0.478209,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00087.jpg,gbif,,african_wild_dog,3,"[0.4561999887228012, 0.5175999999046326, 0.09319999814033508, 0.12639999389648438]",0.57959,domestic goat,capra aegagrus hircus,0.640389,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00087.jpg,gbif,,african_wild_dog,4,"[0.6838000044226646, 0.5490666627883911, 0.14920000731945038, 0.25760000944137573]",0.548828,domestic goat,capra aegagrus hircus,0.864023,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00100.jpg,gbif,,african_wild_dog,2,"[0.31679999828338623, 0.6317527145147324, 0.164000004529953, 0.485594242811203]",0.907272,wild goat,capra aegagrus,0.443266,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00100.jpg,gbif,,african_wild_dog,3,"[0.9241999983787537, 0.6155462116003036, 0.15160000324249268, 0.38475391268730164]",0.86377,wild goat,capra aegagrus,0.307855,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00107.jpg,gbif,,african_wild_dog,1,"[0.28439999371767044, 0.5421108901500702, 0.21199999749660492, 0.6524520516395569]",0.946777,red deer,cervus elaphus,0.245862,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00110.jpg,gbif,,african_wild_dog,1,"[0.579599991440773, 0.6328489780426025, 0.46000000834465027, 0.6305137276649475]",0.799805,domestic cattle,bos taurus,0.446512,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00118.jpg,gbif,,african_wild_dog,1,"[0.8337999805808067, 0.5790816247463226, 0.1348000019788742, 0.6264172196388245]",0.947779,domestic goat,capra aegagrus hircus,0.279563,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00125.jpg,gbif,,african_wild_dog,2,"[0.2710000015795231, 0.5720288380980492, 0.12120000272989273, 0.1356542557477951]",0.918009,jaguar,panthera onca,0.487206,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00125.jpg,gbif,,african_wild_dog,5,"[0.19419999793171883, 0.5633253380656242, 0.11240000277757645, 0.15066026151180267]",0.87189,domestic sheep,ovis aries,0.288046,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00130.jpg,gbif,,african_wild_dog,1,"[0.791800007224083, 0.5312124937772751, 0.2587999999523163, 0.15366145968437195]",0.891113,domestic cattle,bos taurus,0.309043,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00130.jpg,gbif,,african_wild_dog,3,"[0.3057999983429909, 0.47539015114307404, 0.17479999363422394, 0.09483793377876282]",0.694336,domestic cattle,bos taurus,0.283759,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00130.jpg,gbif,,african_wild_dog,4,"[0.3775999993085861, 0.5558223314583302, 0.2791999876499176, 0.11524609476327896]",0.50293,spotted hyaena,crocuta crocuta,0.418833,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00132.jpg,gbif,,african_wild_dog,1,"[0.779599979519844, 0.6987915635108948, 0.41359999775886536, 0.1685800552368164]",0.583496,spotted hyaena,crocuta crocuta,0.275206,order,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00135.jpg,gbif,,african_wild_dog,1,"[0.2654000073671341, 0.553361788392067, 0.21160000562667847, 0.7801494002342224]",0.95166,spotted hyaena,crocuta crocuta,0.380672,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00135.jpg,gbif,,african_wild_dog,2,"[0.5333999991416931, 0.6011205911636353, 0.34439998865127563, 0.2972251772880554]",0.939941,domestic sheep,ovis aries,0.925071,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00146.jpg,gbif,,african_wild_dog,3,"[0.8197999745607376, 0.8914217352867126, 0.36039999127388, 0.21595680713653564]",0.650073,domestic cattle,bos taurus,0.499122,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00153.jpg,gbif,,african_wild_dog,1,"[0.4018000066280365, 0.47546665370464325, 0.15880000591278076, 0.18506667017936707]",0.928711,mule deer,odocoileus hemionus,0.379502,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00153.jpg,gbif,,african_wild_dog,3,"[0.21700000017881393, 0.6448000073432922, 0.27079999446868896, 0.218666672706604]",0.909668,western gray kangaroo,macropus fuliginosus,0.273472,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00153.jpg,gbif,,african_wild_dog,5,"[0.21139999479055405, 0.4514666646718979, 0.1363999992609024, 0.1605333387851715]",0.637695,mule deer,odocoileus hemionus,0.429242,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00155.jpg,gbif,,african_wild_dog,1,"[0.5790000036358833, 0.35706666857004166, 0.20360000431537628, 0.19253332912921906]",0.923865,spotted hyaena,crocuta crocuta,0.313378,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00156.jpg,gbif,,african_wild_dog,4,"[0.6305999904870987, 0.7659765854477882, 0.3580000102519989, 0.23222322762012482]",0.692871,white-tailed deer,odocoileus virginianus,0.218833,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00156.jpg,gbif,,african_wild_dog,5,"[0.12919999659061432, 0.5126012600958347, 0.1151999980211258, 0.09750974923372269]",0.581055,domestic sheep,ovis aries,0.332373,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00157.jpg,gbif,,african_wild_dog,1,"[0.7665999755263329, 0.5165065973997116, 0.15559999644756317, 0.5972388982772827]",0.606445,greater kudu,tragelaphus strepsiceros,0.298268,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00159.jpg,gbif,,african_wild_dog,1,"[0.44120001047849655, 0.7461904585361481, 0.8040000200271606, 0.3390476107597351]",0.682129,domestic cattle,bos taurus,0.505602,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00163.jpg,gbif,,african_wild_dog,1,"[0.11840000003576279, 0.8319377824664116, 0.12399999797344208, 0.12440191209316254]",0.938994,domestic goat,capra aegagrus hircus,0.221295,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00173.jpg,gbif,,african_wild_dog,1,"[0.777799978852272, 0.22546230256557465, 0.39640000462532043, 0.2233285903930664]",0.619629,spotted hyaena,crocuta crocuta,0.463091,order,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00176.jpg,gbif,,african_wild_dog,1,"[0.5622000098228455, 0.6644618213176727, 0.6812000274658203, 0.6566446423530579]",0.910156,domestic goat,capra aegagrus hircus,0.087493,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00180.jpg,gbif,,african_wild_dog,1,"[0.33379998803138733, 0.2846430689096451, 0.10199999809265137, 0.21895620226860046]",0.851074,plains zebra,equus quagga,0.976401,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00180.jpg,gbif,,african_wild_dog,2,"[0.44520001113414764, 0.2930413857102394, 0.13600000739097595, 0.2249550074338913]",0.847656,plains zebra,equus quagga,0.946451,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00180.jpg,gbif,,african_wild_dog,3,"[0.1592000015079975, 0.26304738968610764, 0.11680000275373459, 0.21535693109035492]",0.832113,plains zebra,equus quagga,0.942559,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00183.jpg,gbif,,african_wild_dog,1,"[0.7953999936580658, 0.7121863961219788, 0.147599995136261, 0.24731183052062988]",0.897999,mule deer,odocoileus hemionus,0.359148,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00183.jpg,gbif,,african_wild_dog,3,"[0.2808000035583973, 0.6286738589406013, 0.11919999867677689, 0.23082436621189117]",0.855051,mule deer,odocoileus hemionus,0.762412,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00194.jpg,gbif,,african_wild_dog,2,"[0.3319999873638153, 0.4543439894914627, 0.14079999923706055, 0.3058510720729828]",0.910645,spotted hyaena,crocuta crocuta,0.232742,order,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00195.jpg,gbif,,african_wild_dog,1,"[0.5722000002861023, 0.1577600035816431, 0.5012000203132629, 0.29440000653266907]",0.544434,wild boar,sus scrofa,0.825659,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00196.jpg,gbif,,african_wild_dog,2,"[0.5926000252366066, 0.6755382567644119, 0.11159999668598175, 0.2135167419910431]",0.680332,european roe deer,capreolus capreolus,0.259099,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00199.jpg,gbif,,african_wild_dog,2,"[0.14100000396138057, 0.4825599789619446, 0.28040000796318054, 0.36607998609542847]",0.89209,domestic goat,capra aegagrus hircus,0.587854,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00199.jpg,gbif,,african_wild_dog,3,"[0.3893999978899956, 0.5721599906682968, 0.20520000159740448, 0.27904000878334045]",0.875488,domestic goat,capra aegagrus hircus,0.25803,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00199.jpg,gbif,,african_wild_dog,4,"[0.7601999938488007, 0.5958400070667267, 0.303600013256073, 0.3033599853515625]",0.742188,domestic cattle,bos taurus,0.789194,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00199.jpg,gbif,,african_wild_dog,5,"[0.482000008225441, 0.5836799889802933, 0.14959999918937683, 0.2655999958515167]",0.618652,domestic cattle,bos taurus,0.317229,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00200.jpg,gbif,,african_wild_dog,1,"[0.7311999946832657, 0.5602666586637497, 0.15279999375343323, 0.26186665892601013]",0.942383,domestic cattle,bos taurus,0.279223,class,uncertain
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00200.jpg,gbif,,african_wild_dog,3,"[0.5960000157356262, 0.6202666684985161, 0.12720000743865967, 0.19840000569820404]",0.93997,domestic goat,capra aegagrus hircus,0.477364,class,flag
data/gbif/images/african_wild_dog/gbif_african_wild_dog_00218.jpg,gbif,,african_wild_dog,1,"[0.682200014591217, 0.8264580368995667, 0.631600022315979, 0.33997154235839844]",0.744141,domestic cattle,bos taurus,0.301081,class,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00020.jpg,gbif,,alpine_ibex,1,"[0.6682000085711479, 0.8562666848301888, 0.19480000436306, 0.23839999735355377]",0.942383,domestic dog,canis familiaris,0.395413,class,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00028.jpg,gbif,,alpine_ibex,1,"[0.603600025177002, 0.7857440635561943, 0.12639999389648438, 0.11671529710292816]",0.608887,white-tailed antelope squirrel,ammospermophilus leucurus,0.235642,class,uncertain
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00048.jpg,gbif,,alpine_ibex,1,"[0.23900000005960464, 0.48453333228826523, 0.21400000154972076, 0.19786666333675385]",0.913086,domestic dog,canis familiaris,0.156684,class,uncertain
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00056.jpg,gbif,,alpine_ibex,1,"[0.09520000219345093, 0.7154666781425476, 0.19040000438690186, 0.3866666555404663]",0.892578,red deer,cervus elaphus,0.724866,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00059.jpg,gbif,,alpine_ibex,2,"[0.4082000032067299, 0.3778666704893112, 0.16840000450611115, 0.2693333327770233]",0.879395,mule deer,odocoileus hemionus,0.432692,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00082.jpg,gbif,,alpine_ibex,1,"[0.48999999463558197, 0.754801943898201, 0.23440000414848328, 0.3835534155368805]",0.900879,red deer,cervus elaphus,0.656208,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00087.jpg,gbif,,alpine_ibex,1,"[0.23920000344514847, 0.31332532316446304, 0.15440000593662262, 0.4357742965221405]",0.916016,red deer,cervus elaphus,0.919883,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00089.jpg,gbif,,alpine_ibex,1,"[0.5667999982833862, 0.6294629648327827, 0.2896000146865845, 0.18961896002292633]",0.922363,elk,cervus canadensis,0.881108,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00089.jpg,gbif,,alpine_ibex,3,"[0.1623999997973442, 0.4092409238219261, 0.1671999990940094, 0.12781278789043427]",0.887262,mule deer,odocoileus hemionus,0.827243,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00092.jpg,gbif,,alpine_ibex,3,"[0.7372000217437744, 0.6035103499889374, 0.25360000133514404, 0.2931293249130249]",0.890137,mule deer,odocoileus hemionus,0.157939,order,uncertain
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00097.jpg,gbif,,alpine_ibex,1,"[0.2313999980688095, 0.5, 0.3571999967098236, 0.7960000038146973]",0.911621,red deer,cervus elaphus,0.549294,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00101.jpg,gbif,,alpine_ibex,1,"[0.7456000000238419, 0.493599995970726, 0.4487999975681305, 0.4880000054836273]",0.916016,red deer,cervus elaphus,0.949913,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00101.jpg,gbif,,alpine_ibex,2,"[0.3431999981403351, 0.5748000144958496, 0.30399999022483826, 0.2824000120162964]",0.914551,domestic horse,equus caballus,0.490174,class,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00151.jpg,gbif,,alpine_ibex,1,"[0.28120000660419464, 0.4761347621679306, 0.14079999923706055, 0.5676181316375732]",0.939453,red deer,cervus elaphus,0.925221,order,flag
data/gbif/images/alpine_ibex/gbif_alpine_ibex_00153.jpg,gbif,,alpine_ibex,1,"[0.28120000660419464, 0.4761347621679306, 0.14079999923706055, 0.5676181316375732]",0.939453,red deer,cervus elaphus,0.925221,order,flag
